Frequency (Hz)	Level (dB)
5595.703125	-55.501934
5601.562500	-55.303177
5607.421875	-55.241425
5613.281250	-55.216545
5619.140625	-55.207111
5625.000000	-55.301991
5630.859375	-55.300793
5636.718750	-55.274525
5642.578125	-55.167759
5648.437500	-55.022503
5654.296875	-55.195927
5660.156250	-55.293915
5666.015625	-55.075665
5671.875000	-54.849388
5677.734375	-55.212730
5683.593750	-55.408417
5689.453125	-55.466469
5695.312500	-55.521687
5701.171875	-55.447594
5707.031250	-55.502995
5712.890625	-55.490555
5718.750000	-55.245426
5724.609375	-55.337627
5730.468750	-55.543495
5736.328125	-55.493504
5742.187500	-55.349731
5748.046875	-55.325512
5753.906250	-55.443851
5759.765625	-55.371422
5765.625000	-55.540497
5771.484375	-55.564648
5777.343750	-55.549088
5783.203125	-55.476822
5789.062500	-55.358837
5794.921875	-55.321617
5800.781250	-55.644218
5806.640625	-55.584431
5812.500000	-55.376537
5818.359375	-55.387444
5824.218750	-55.768635
5830.078125	-55.605816
5835.937500	-55.670628
5841.796875	-55.799622
5847.656250	-55.742790
5853.515625	-55.775528
5859.375000	-55.713852
5865.234375	-55.320702
5871.093750	-55.388969
5876.953125	-55.589405
5882.812500	-55.843346
5888.671875	-55.883930
5894.531250	-55.837460
5900.390625	-55.939293
5906.250000	-55.796352
5912.109375	-55.620628
5917.968750	-55.755936
5923.828125	-55.829784
5929.687500	-55.820374
5935.546875	-55.854939
5941.406250	-55.583385
5947.265625	-55.382816
5953.125000	-55.660824
5958.984375	-55.913570
5964.843750	-55.998035
5970.703125	-55.548409
5976.562500	-55.435951
5982.421875	-55.565018
5988.281250	-55.695511
5994.140625	-56.114918
6000.000000	-56.106258
6005.859375	-56.095997
6011.718750	-56.069904
6017.578125	-56.166161
6023.437500	-56.074039
6029.296875	-55.765453
6035.156250	-55.784416
6041.015625	-55.830990
6046.875000	-55.716080
6052.734375	-56.005539
6058.593750	-55.901745
6064.453125	-55.632755
6070.312500	-56.243870
6076.171875	-56.433846
6082.031250	-56.288017
6087.890625	-55.913628
6093.750000	-56.101631
6099.609375	-56.104069
6105.468750	-55.857666
6111.328125	-56.004608
6117.187500	-56.124153
6123.046875	-55.936378
6128.906250	-55.776363
6134.765625	-55.739460
6140.625000	-55.781540
6146.484375	-56.047302
6152.343750	-56.002583
6158.203125	-55.627361
6164.062500	-55.675915
6169.921875	-55.652550
6175.781250	-55.783123
6181.640625	-55.906204
6187.500000	-56.099537
6193.359375	-56.022507
6199.218750	-56.214634
6205.078125	-56.325905
6210.937500	-56.142941
6216.796875	-56.147755
6222.656250	-56.216656
6228.515625	-56.398357
6234.375000	-56.209240
6240.234375	-56.122158
6246.093750	-56.214001
6251.953125	-56.299377
6257.812500	-55.748951
6263.671875	-55.851837
6269.531250	-56.082085
6275.390625	-56.032589
6281.250000	-56.218281
6287.109375	-56.366734
6292.968750	-55.948341
6298.828125	-56.079659
6304.687500	-56.410690
6310.546875	-56.248421
6316.406250	-56.117725
6322.265625	-55.920090
6328.125000	-56.009350
6333.984375	-56.413555
6339.843750	-56.317566
6345.703125	-56.075916
6351.562500	-56.119423
6357.421875	-56.049076
6363.281250	-56.132248
6369.140625	-56.158474
6375.000000	-56.080982
6380.859375	-56.284893
6386.718750	-56.142555
6392.578125	-56.196400
6398.437500	-56.095863
6404.296875	-56.336864
6410.156250	-56.771667
6416.015625	-56.852253
6421.875000	-56.321407
6427.734375	-56.265404
6433.593750	-56.503033
6439.453125	-56.379013
6445.312500	-56.397057
6451.171875	-56.475395
6457.031250	-56.538631
6462.890625	-56.495403
6468.750000	-56.530499
6474.609375	-56.553036
6480.468750	-56.330334
6486.328125	-56.418972
6492.187500	-56.410000
6498.046875	-56.571445
6503.906250	-56.556717
6509.765625	-56.726955
6515.625000	-56.758347
6521.484375	-56.497555
6527.343750	-56.316475
6533.203125	-56.329853
6539.062500	-56.532833
6544.921875	-56.612766
6550.781250	-56.635784
6556.640625	-56.456577
6562.500000	-56.740387
6568.359375	-56.579350
6574.218750	-56.672638
6580.078125	-56.618580
6585.937500	-56.413258
6591.796875	-56.392296
6597.656250	-56.399887
6603.515625	-56.609753
6609.375000	-56.504692
6615.234375	-56.611065
6621.093750	-56.612160
6626.953125	-56.683224
6632.812500	-56.992523
6638.671875	-56.786324
6644.531250	-56.682667
6650.390625	-56.695282
6656.250000	-56.542210
6662.109375	-56.526508
6667.968750	-56.925255
6673.828125	-56.878891
6679.687500	-56.838615
6685.546875	-56.774807
6691.406250	-56.633415
6697.265625	-56.536903
6703.125000	-56.678787
6708.984375	-56.825699
6714.843750	-56.901730
6720.703125	-57.008801
6726.562500	-56.879093
6732.421875	-56.807156
6738.281250	-56.651428
6744.140625	-56.858082
6750.000000	-56.736485
6755.859375	-56.921898
6761.718750	-56.951176
6767.578125	-56.713432
6773.437500	-56.662437
6779.296875	-56.716156
6785.156250	-56.617470
6791.015625	-56.538113
6796.875000	-56.647686
6802.734375	-56.855427
6808.593750	-56.776485
6814.453125	-56.992874
6820.312500	-56.830860
6826.171875	-56.573765
6832.031250	-56.773365
6837.890625	-56.868805
6843.750000	-56.958889
6849.609375	-56.985939
6855.468750	-56.773052
6861.328125	-56.856426
6867.187500	-57.193428
6873.046875	-56.901432
