Frequency (Hz)	Level (dB)
6873.046875	-56.900421
6878.906250	-56.826904
6884.765625	-56.865482
6890.625000	-56.854832
6896.484375	-56.942448
6902.343750	-56.785908
6908.203125	-56.975384
6914.062500	-56.981159
6919.921875	-56.948128
6925.781250	-56.685169
6931.640625	-56.871632
6937.500000	-57.280869
6943.359375	-57.095448
6949.218750	-56.899803
6955.078125	-56.692871
6960.937500	-56.509758
6966.796875	-56.733387
6972.656250	-57.037182
6978.515625	-57.030674
6984.375000	-56.948517
6990.234375	-57.076920
6996.093750	-56.825356
7001.953125	-56.830021
7007.812500	-56.897221
7013.671875	-56.750381
7019.531250	-56.892071
7025.390625	-56.774849
7031.250000	-57.175465
7037.109375	-57.160015
7042.968750	-57.156376
7048.828125	-57.232800
7054.687500	-57.020626
7060.546875	-56.941311
7066.406250	-56.790741
7072.265625	-57.017082
7078.125000	-57.231434
7083.984375	-56.943123
7089.843750	-56.938469
7095.703125	-57.089355
7101.562500	-57.326195
7107.421875	-57.302551
7113.281250	-57.228374
7119.140625	-57.154453
7125.000000	-56.988968
7130.859375	-57.220676
7136.718750	-57.104450
7142.578125	-57.291714
7148.437500	-57.250256
7154.296875	-57.315292
7160.156250	-57.216549
7166.015625	-57.247601
7171.875000	-57.159069
7177.734375	-57.143963
7183.593750	-57.103973
7189.453125	-57.202892
7195.312500	-57.180088
7201.171875	-57.022213
7207.031250	-56.951176
7212.890625	-57.208515
7218.750000	-57.238010
7224.609375	-57.193832
7230.468750	-57.173714
7236.328125	-57.147568
7242.187500	-57.235912
7248.046875	-57.203594
7253.906250	-57.286594
7259.765625	-57.408382
7265.625000	-57.284988
7271.484375	-57.479671
7277.343750	-57.670845
7283.203125	-57.463612
7289.062500	-57.411907
7294.921875	-57.358181
7300.781250	-57.503727
7306.640625	-57.276688
7312.500000	-57.226200
7318.359375	-57.397278
7324.218750	-57.287140
7330.078125	-57.146336
7335.937500	-57.448498
7341.796875	-57.492100
7347.656250	-57.520729
7353.515625	-57.736408
7359.375000	-57.495644
7365.234375	-57.117451
7371.093750	-57.655659
7376.953125	-57.922848
7382.812500	-57.625057
7388.671875	-57.571697
7394.531250	-57.510319
7400.390625	-57.413635
7406.250000	-57.546360
7412.109375	-57.666237
7417.968750	-57.599567
7423.828125	-57.368958
7429.687500	-57.599663
7435.546875	-57.866402
7441.406250	-57.701004
7447.265625	-57.465561
7453.125000	-57.299351
7458.984375	-57.450623
7464.843750	-57.601910
7470.703125	-57.453785
7476.562500	-57.424980
7482.421875	-57.616451
7488.281250	-57.586040
7494.140625	-57.602669
7500.000000	-57.872520
7505.859375	-57.548004
7511.718750	-57.521194
7517.578125	-57.510448
7523.437500	-57.550655
7529.296875	-57.876614
7535.156250	-57.709641
7541.015625	-57.800030
7546.875000	-57.655273
7552.734375	-57.888187
7558.593750	-57.846024
7564.453125	-57.649117
7570.312500	-57.913712
7576.171875	-57.640774
7582.031250	-57.911411
7587.890625	-57.854153
7593.750000	-57.532238
7599.609375	-57.561813
7605.468750	-57.474998
7611.328125	-57.574284
7617.187500	-57.917011
7623.046875	-57.571205
7628.906250	-57.558678
7634.765625	-58.040417
7640.625000	-58.246376
7646.484375	-57.957954
7652.343750	-57.690567
7658.203125	-57.865330
7664.062500	-57.822712
7669.921875	-57.864677
7675.781250	-57.769817
7681.640625	-57.801052
7687.500000	-57.630745
7693.359375	-57.827908
7699.218750	-57.922668
7705.078125	-57.881721
7710.937500	-57.763641
7716.796875	-57.837070
7722.656250	-57.843922
7728.515625	-57.887688
7734.375000	-57.942333
7740.234375	-57.676300
7746.093750	-57.560619
7751.953125	-57.707222
7757.812500	-57.975712
7763.671875	-58.076641
7769.531250	-57.985306
7775.390625	-57.757309
7781.250000	-57.902542
7787.109375	-58.164101
7792.968750	-58.173687
7798.828125	-58.115292
7804.687500	-57.894016
7810.546875	-57.809822
7816.406250	-57.903347
7822.265625	-57.954147
7828.125000	-58.070457
7833.984375	-57.901443
7839.843750	-57.767525
7845.703125	-57.887897
7851.562500	-58.003033
7857.421875	-57.922962
7863.281250	-57.913658
7869.140625	-57.660152
7875.000000	-57.689293
7880.859375	-57.688637
7886.718750	-58.026646
7892.578125	-58.255276
7898.437500	-57.885517
7904.296875	-57.718712
7910.156250	-57.843983
7916.015625	-58.114044
7921.875000	-57.928406
7927.734375	-57.842075
7933.593750	-58.059277
7939.453125	-57.921215
7945.312500	-58.026424
7951.171875	-58.095814
7957.031250	-58.312962
7962.890625	-58.067242
7968.750000	-57.984447
7974.609375	-58.030788
7980.468750	-57.971981
7986.328125	-58.316204
7992.187500	-58.367310
7998.046875	-58.449734
8003.906250	-58.204746
8009.765625	-58.005630
8015.625000	-58.072651
8021.484375	-58.256649
8027.343750	-58.237297
8033.203125	-58.149452
8039.062500	-58.052883
8044.921875	-57.910717
8050.781250	-58.066868
8056.640625	-58.306377
8062.500000	-58.247913
8068.359375	-57.860126
8074.218750	-58.153679
8080.078125	-58.811123
8085.937500	-58.693954
8091.796875	-58.342381
8097.656250	-58.322201
8103.515625	-58.275875
8109.375000	-58.168720
8115.234375	-58.276367
8121.093750	-58.280369
8126.953125	-58.034416
8132.812500	-58.354206
8138.671875	-58.361214
8144.531250	-58.211025
8150.390625	-58.357304
8156.250000	-58.350864
8162.109375	-58.217571
8167.968750	-58.157261
8173.828125	-58.074398
8179.687500	-58.454014
8185.546875	-58.410400
8191.406250	-58.154327
8197.265625	-58.227135
8203.125000	-58.292042
8208.984375	-58.279095
8214.843750	-58.432823
8220.703125	-58.332569
8226.562500	-58.429333
8232.421875	-58.414379
8238.281250	-58.228817
8244.140625	-58.316902
8250.000000	-58.375603
8255.859375	-58.072338
8261.718750	-58.303768
8267.578125	-58.505302
8273.437500	-58.235069
8279.296875	-58.222698
8285.156250	-58.312397
8291.015625	-58.395126
8296.875000	-58.258892
8302.734375	-58.036839
8308.593750	-58.300869
8314.453125	-58.173298
8320.312500	-58.233013
8326.171875	-58.071438
8332.031250	-58.259663
8337.890625	-58.465141
8343.750000	-58.303230
8349.609375	-58.059658
8355.468750	-58.305138
8361.328125	-58.489101
8367.187500	-58.544338
8373.046875	-58.550133
8378.906250	-58.625912
8384.765625	-58.549118
8390.625000	-58.310009
8396.484375	-58.592445
8402.343750	-58.442596
8408.203125	-58.513283
8414.062500	-58.742947
8419.921875	-58.757236
8425.781250	-58.530102
8431.640625	-58.595913
8437.500000	-58.483864
8443.359375	-58.475609
8449.218750	-58.617840
8455.078125	-58.747707
8460.937500	-58.356327
8466.796875	-58.353428
8472.656250	-58.726906
8478.515625	-58.617874
8484.375000	-58.646816
8490.234375	-58.558884
8496.093750	-58.280907
8501.953125	-58.608543
8507.812500	-58.839424
8513.671875	-58.745697
8519.531250	-58.836422
8525.390625	-58.607521
8531.250000	-58.285667
8537.109375	-58.606812
8542.968750	-58.788715
8548.828125	-58.550804
8554.687500	-58.525581
8560.546875	-58.679104
8566.406250	-58.518265
8572.265625	-58.361759
8578.125000	-58.441265
8583.984375	-59.071846
8589.843750	-59.031792
8595.703125	-58.939445
8601.562500	-58.687649
8607.421875	-58.573402
8613.281250	-58.740757
8619.140625	-58.647831
8625.000000	-58.704285
8630.859375	-58.681484
8636.718750	-58.466335
8642.578125	-58.692055
8648.437500	-58.804108
8654.296875	-58.938580
8660.156250	-58.729630
8666.015625	-58.529041
8671.875000	-58.813160
8677.734375	-58.891216
8683.593750	-58.784325
8689.453125	-58.612469
8695.312500	-58.702503
8701.171875	-58.802578
8707.031250	-58.641674
8712.890625	-58.604744
8718.750000	-58.825447
8724.609375	-58.784019
8730.468750	-58.717930
8736.328125	-58.633812
8742.187500	-58.733177
8748.046875	-58.524784
8753.906250	-58.555038
8759.765625	-58.836754
8765.625000	-58.630272
8771.484375	-58.833466
8777.343750	-59.003941
8783.203125	-58.828873
8789.062500	-59.002575
8794.921875	-58.909519
8800.781250	-58.836498
8806.640625	-58.868954
8812.500000	-58.873432
8818.359375	-59.006554
8824.218750	-58.832081
8830.078125	-58.608986
8835.937500	-58.638577
8841.796875	-59.011761
8847.656250	-59.186008
8853.515625	-58.917927
8859.375000	-58.769398
8865.234375	-58.849346
8871.093750	-58.938122
8876.953125	-58.903835
8882.812500	-58.901627
8888.671875	-58.987457
8894.531250	-58.932751
8900.390625	-59.099724
8906.250000	-59.046425
8912.109375	-58.841873
8917.968750	-58.775852
8923.828125	-58.611801
8929.687500	-58.752254
8935.546875	-59.003960
8941.406250	-58.941181
8947.265625	-58.998737
8953.125000	-59.040886
8958.984375	-59.101761
8964.843750	-58.751774
8970.703125	-58.914223
8976.562500	-58.803436
8982.421875	-58.976749
8988.281250	-58.939693
8994.140625	-59.025154
9000.000000	-58.850208
9005.859375	-59.168686
9011.718750	-59.501709
9017.578125	-59.391975
9023.437500	-59.475250
9029.296875	-59.456760
9035.156250	-59.140690
9041.015625	-58.752499
9046.875000	-58.956451
9052.734375	-58.939610
9058.593750	-58.697155
9064.453125	-58.814209
9070.312500	-59.264847
9076.171875	-59.199886
9082.031250	-59.243240
9087.890625	-59.167793
9093.750000	-58.947990
9099.609375	-58.884495
9105.468750	-59.114704
9111.328125	-59.182255
9117.187500	-59.157230
9123.046875	-59.037510
9128.906250	-59.185818
9134.765625	-59.034729
9140.625000	-58.998901
9146.484375	-59.099976
9152.343750	-59.068623
9158.203125	-59.023510
9164.062500	-59.248100
9169.921875	-59.092682
9175.781250	-58.894901
9181.640625	-59.117104
9187.500000	-59.092007
9193.359375	-59.038719
9199.218750	-59.266758
9205.078125	-59.362320
9210.937500	-59.140251
9216.796875	-59.242455
9222.656250	-59.486034
9228.515625	-59.204765
9234.375000	-59.070866
9240.234375	-59.065144
9246.093750	-59.364613
9251.953125	-59.147659
9257.812500	-59.092381
9263.671875	-59.243229
9269.531250	-59.155975
9275.390625	-59.371880
9281.250000	-59.521427
9287.109375	-59.457676
9292.968750	-59.142635
9298.828125	-59.128731
9304.687500	-59.278374
9310.546875	-59.458935
9316.406250	-59.315376
9322.265625	-59.422329
9328.125000	-59.466446
9333.984375	-59.339310
9339.843750	-59.225811
9345.703125	-59.465309
9351.562500	-59.351326
9357.421875	-59.398468
9363.281250	-59.363113
9369.140625	-59.492516
9375.000000	-59.536900
9380.859375	-59.613998
9386.718750	-59.454819
9392.578125	-59.519352
9398.437500	-59.430904
9404.296875	-59.560303
9410.156250	-59.613117
9416.015625	-59.290485
9421.875000	-59.409115
9427.734375	-59.360256
9433.593750	-59.421528
9439.453125	-59.605167
9445.312500	-59.521812
9451.171875	-59.284206
9457.031250	-59.435402
9462.890625	-59.548859
9468.750000	-59.700817
9474.609375	-59.479862
9480.468750	-59.233379
9486.328125	-59.417271
9492.187500	-59.610928
9498.046875	-59.529648
9503.906250	-59.428165
9509.765625	-59.543900
9515.625000	-59.651379
9521.484375	-59.454651
9527.343750	-59.736176
9533.203125	-59.488007
9539.062500	-59.230534
9544.921875	-59.357334
9550.781250	-59.625118
9556.640625	-59.833488
9562.500000	-60.044395
9568.359375	-59.416843
9574.218750	-59.132557
9580.078125	-59.178036
9585.937500	-59.310883
9591.796875	-59.637077
9597.656250	-59.640148
9603.515625	-59.589809
9609.375000	-59.520954
9615.234375	-59.475731
9621.093750	-59.391926
9626.953125	-59.533451
9632.812500	-59.519352
9638.671875	-59.589233
9644.531250	-59.473026
9650.390625	-59.466534
9656.250000	-59.511406
9662.109375	-59.467209
9667.968750	-59.520592
9673.828125	-59.716652
9679.687500	-59.566307
9685.546875	-59.386951
9691.406250	-59.608276
9697.265625	-59.555725
9703.125000	-59.544891
9708.984375	-59.824909
9714.843750	-59.686905
9720.703125	-59.738739
9726.562500	-59.760719
9732.421875	-59.463249
9738.281250	-59.430672
9744.140625	-59.772476
9750.000000	-59.685829
9755.859375	-59.581470
9761.718750	-59.618042
9767.578125	-59.714611
9773.437500	-59.641464
9779.296875	-59.581398
9785.156250	-59.453587
9791.015625	-59.583549
9796.875000	-59.618011
9802.734375	-59.839031
9808.593750	-59.824562
9814.453125	-59.968018
9820.312500	-59.735676
9826.171875	-59.316727
9832.031250	-59.445927
9837.890625	-59.509804
9843.750000	-59.446274
9849.609375	-59.602150
9855.468750	-59.702442
9861.328125	-59.854809
9867.187500	-59.659580
9873.046875	-59.733997
9878.906250	-60.109798
9884.765625	-60.037846
9890.625000	-59.739307
9896.484375	-59.464844
9902.343750	-59.629456
9908.203125	-59.586395
9914.062500	-59.581852
9919.921875	-59.690346
9925.781250	-59.772781
9931.640625	-59.810440
9937.500000	-59.856373
9943.359375	-59.757595
9949.218750	-59.733986
9955.078125	-59.739792
9960.937500	-59.903015
9966.796875	-59.746952
9972.656250	-59.858738
9978.515625	-59.995892
9984.375000	-59.690594
9990.234375	-59.818867
9996.093750	-59.968105
10001.953125	-59.614338
10007.812500	-59.716663
10013.671875	-59.804066
10019.531250	-59.764351
10025.390625	-59.977009
10031.250000	-60.106792
10037.109375	-60.116119
10042.968750	-60.045948
10048.828125	-59.850822
10054.687500	-59.792824
10060.546875	-59.962517
10066.406250	-59.807178
10072.265625	-59.592804
10078.125000	-59.833576
10083.984375	-59.810875
10089.843750	-59.810555
10095.703125	-60.002811
10101.562500	-59.891609
10107.421875	-60.042507
10113.281250	-59.847908
10119.140625	-59.661251
10125.000000	-59.650753
10130.859375	-59.736347
10136.718750	-59.684143
10142.578125	-59.740463
10148.437500	-59.682598
10154.296875	-59.817867
10160.156250	-59.633282
10166.015625	-60.007854
10171.875000	-60.137493
10177.734375	-59.832104
10183.593750	-59.681129
10189.453125	-59.989285
10195.312500	-59.880569
10201.171875	-59.686886
10207.031250	-59.690876
10212.890625	-59.890461
10218.750000	-59.912205
10224.609375	-59.933472
10230.468750	-59.791977
10236.328125	-60.110123
10242.187500	-60.040874
10248.046875	-59.876511
10253.906250	-59.739212
10259.765625	-59.885933
10265.625000	-60.111645
10271.484375	-60.142799
10277.343750	-60.129261
10283.203125	-60.194675
10289.062500	-59.922356
10294.921875	-60.179131
10300.781250	-60.030796
10306.640625	-60.259865
10312.500000	-60.325775
10318.359375	-60.033920
10324.218750	-59.963531
10330.078125	-60.093231
10335.937500	-60.153378
10341.796875	-60.100967
10347.656250	-60.081280
10353.515625	-59.992458
10359.375000	-60.110355
10365.234375	-60.116550
10371.093750	-59.913311
10376.953125	-59.825378
10382.812500	-59.912365
10388.671875	-59.968876
10394.531250	-60.060574
10400.390625	-59.900402
10406.250000	-59.892059
10412.109375	-60.044865
10417.968750	-60.366726
10423.828125	-60.363789
10429.687500	-60.453815
10435.546875	-60.449570
10441.406250	-60.083607
10447.265625	-59.917652
10453.125000	-60.145042
10458.984375	-60.277348
10464.843750	-60.098850
10470.703125	-59.767784
10476.562500	-60.177738
10482.421875	-60.460472
10488.281250	-60.265003
10494.140625	-60.204826
10500.000000	-60.346127
10505.859375	-60.172539
10511.718750	-60.277843
10517.578125	-60.125366
10523.437500	-60.104549
10529.296875	-60.197247
10535.156250	-60.304428
10541.015625	-59.996140
10546.875000	-59.987022
10552.734375	-60.373615
10558.593750	-60.339218
10564.453125	-60.196346
10570.312500	-60.478855
10576.171875	-60.579544
10582.031250	-60.379395
10587.890625	-60.386665
10593.750000	-60.337597
10599.609375	-60.390892
10605.468750	-60.310440
10611.328125	-60.158756
10617.187500	-60.233089
10623.046875	-60.217243
10628.906250	-60.195774
10634.765625	-60.533665
10640.625000	-60.485874
10646.484375	-60.264042
10652.343750	-60.146637
10658.203125	-60.277843
10664.062500	-60.439434
10669.921875	-60.416260
10675.781250	-60.252216
10681.640625	-60.175423
10687.500000	-60.322884
10693.359375	-60.207394
10699.218750	-59.971684
10705.078125	-60.050976
10710.937500	-60.201378
10716.796875	-60.493244
10722.656250	-60.322899
10728.515625	-60.007252
10734.375000	-59.919209
10740.234375	-60.138069
10746.093750	-60.161621
10751.953125	-60.044762
10757.812500	-60.005543
10763.671875	-60.088699
10769.531250	-60.276127
10775.390625	-60.497936
10781.250000	-60.653049
10787.109375	-60.551731
10792.968750	-60.095150
10798.828125	-60.215080
10804.687500	-60.372276
10810.546875	-60.263023
10816.406250	-60.278221
10822.265625	-60.231796
10828.125000	-60.608860
10833.984375	-60.450439
10839.843750	-60.529831
10845.703125	-60.450817
10851.562500	-60.601997
10857.421875	-60.470314
10863.281250	-60.349998
10869.140625	-60.441952
10875.000000	-60.453510
10880.859375	-60.512760
10886.718750	-60.580082
10892.578125	-60.554100
10898.437500	-60.381874
10904.296875	-60.487556
10910.156250	-60.554657
10916.015625	-60.454334
10921.875000	-60.278908
10927.734375	-60.430893
10933.593750	-60.423653
10939.453125	-60.815891
10945.312500	-60.637363
10951.171875	-60.323185
10957.031250	-60.621227
10962.890625	-60.845608
10968.750000	-60.326088
10974.609375	-60.045853
10980.468750	-60.233871
10986.328125	-60.308578
10992.187500	-60.329788
10998.046875	-60.544491
11003.906250	-60.670643
11009.765625	-60.542072
11015.625000	-60.359531
11021.484375	-60.417263
11027.343750	-60.519096
11033.203125	-60.770016
11039.062500	-60.844532
11044.921875	-60.708382
11050.781250	-60.455948
11056.640625	-60.434521
11062.500000	-60.305489
11068.359375	-60.316055
11074.218750	-60.642490
11080.078125	-60.708855
11085.937500	-60.454521
11091.796875	-60.620773
11097.656250	-60.569382
11103.515625	-60.842915
11109.375000	-60.700214
11115.234375	-60.487896
11121.093750	-60.430222
11126.953125	-60.504810
11132.812500	-60.606697
11138.671875	-60.707569
11144.531250	-60.810951
11150.390625	-60.771812
11156.250000	-60.581226
11162.109375	-60.810677
11167.968750	-60.721401
11173.828125	-60.665512
11179.687500	-60.706875
11185.546875	-60.431374
11191.406250	-60.441471
11197.265625	-60.440434
11203.125000	-60.572071
11208.984375	-60.501205
11214.843750	-60.351883
11220.703125	-60.586082
11226.562500	-60.971119
11232.421875	-60.694370
11238.281250	-60.725872
11244.140625	-60.836868
11250.000000	-60.935856
11255.859375	-60.813263
11261.718750	-60.758305
11267.578125	-60.764957
11273.437500	-60.699921
11279.296875	-60.728722
11285.156250	-60.923374
11291.015625	-60.516144
11296.875000	-60.473785
11302.734375	-60.752689
11308.593750	-61.048775
11314.453125	-60.738201
11320.312500	-60.702766
11326.171875	-60.799778
11332.031250	-60.583042
11337.890625	-60.622585
11343.750000	-60.408909
11349.609375	-60.623367
11355.468750	-60.827484
11361.328125	-60.724266
11367.187500	-60.664425
11373.046875	-60.881168
11378.906250	-60.939396
11384.765625	-60.884789
11390.625000	-61.052010
11396.484375	-61.039791
11402.343750	-60.950203
11408.203125	-60.713730
11414.062500	-60.903175
11419.921875	-61.002495
11425.781250	-60.810730
11431.640625	-60.898972
11437.500000	-60.928173
11443.359375	-60.727337
11449.218750	-60.467289
11455.078125	-60.437126
11460.937500	-60.782940
11466.796875	-60.938206
11472.656250	-60.687744
11478.515625	-60.944569
11484.375000	-60.980240
11490.234375	-60.755493
11496.093750	-60.654835
11501.953125	-60.723518
11507.812500	-60.745815
11513.671875	-60.938164
11519.531250	-60.844990
11525.390625	-60.944283
11531.250000	-61.010647
11537.109375	-60.959229
11542.968750	-61.079319
11548.828125	-60.777512
11554.687500	-60.940228
11560.546875	-61.083889
11566.406250	-61.064919
11572.265625	-60.958790
11578.125000	-60.735424
11583.984375	-60.559994
11589.843750	-60.655052
11595.703125	-60.677959
11601.562500	-60.903271
11607.421875	-60.948200
11613.281250	-60.726444
11619.140625	-60.813206
11625.000000	-60.609917
11630.859375	-60.734303
11636.718750	-60.856792
11642.578125	-60.821194
11648.437500	-60.909180
11654.296875	-61.115868
11660.156250	-60.968220
11666.015625	-60.761059
11671.875000	-60.717014
11677.734375	-60.810852
11683.593750	-60.944286
11689.453125	-60.872108
11695.312500	-60.930740
11701.171875	-60.896496
11707.031250	-60.920952
11712.890625	-61.084023
11718.750000	-60.899433
11724.609375	-60.766388
11730.468750	-61.065559
11736.328125	-61.028320
11742.187500	-60.885159
11748.046875	-61.103821
11753.906250	-60.968914
11759.765625	-61.021847
11765.625000	-61.092346
11771.484375	-60.918282
11777.343750	-61.087044
11783.203125	-61.192883
11789.062500	-60.989552
11794.921875	-61.133610
11800.781250	-61.063217
11806.640625	-60.832737
11812.500000	-61.067505
11818.359375	-61.105839
11824.218750	-61.182007
11830.078125	-61.144524
11835.937500	-61.114738
11841.796875	-61.329941
11847.656250	-61.280514
11853.515625	-61.101635
11859.375000	-61.084858
11865.234375	-60.990421
11871.093750	-61.054893
11876.953125	-61.103794
11882.812500	-61.055687
11888.671875	-61.139687
11894.531250	-61.067253
11900.390625	-61.210293
11906.250000	-61.494980
11912.109375	-61.285351
11917.968750	-60.874340
11923.828125	-60.930710
11929.687500	-61.263752
11935.546875	-61.217533
11941.406250	-60.994999
11947.265625	-61.091167
11953.125000	-61.036736
11958.984375	-60.971081
11964.843750	-61.135284
11970.703125	-61.328743
11976.562500	-61.306728
11982.421875	-60.869049
11988.281250	-61.096954
11994.140625	-61.104187
12000.000000	-60.881786
12005.859375	-61.045273
12011.718750	-61.042271
12017.578125	-61.304661
12023.437500	-61.261028
12029.296875	-61.472351
12035.156250	-61.457207
12041.015625	-61.365345
12046.875000	-61.317753
12052.734375	-61.308910
12058.593750	-61.242405
12064.453125	-61.031563
12070.312500	-60.883492
12076.171875	-60.866505
12082.031250	-61.218479
12087.890625	-61.201229
12093.750000	-61.002319
12099.609375	-60.872604
12105.468750	-61.010410
12111.328125	-61.031887
12117.187500	-61.296398
12123.046875	-61.570282
12128.906250	-61.464420
12134.765625	-61.160168
12140.625000	-61.314846
12146.484375	-61.354156
12152.343750	-61.339787
12158.203125	-61.145199
12164.062500	-61.168888
12169.921875	-60.931686
12175.781250	-60.978622
12181.640625	-61.312435
12187.500000	-61.407982
12193.359375	-61.056732
12199.218750	-61.134140
12205.078125	-61.110985
12210.937500	-61.089851
12216.796875	-61.355839
12222.656250	-61.194626
12228.515625	-61.461643
12234.375000	-61.550735
12240.234375	-61.106129
12246.093750	-61.184280
12251.953125	-61.160755
12257.812500	-61.026672
12263.671875	-61.252613
12269.531250	-61.208790
12275.390625	-61.273510
12281.250000	-61.395748
12287.109375	-61.420280
12292.968750	-61.361774
12298.828125	-61.233093
12304.687500	-61.265640
12310.546875	-61.089314
12316.406250	-61.197906
12322.265625	-61.265911
12328.125000	-60.796867
12333.984375	-61.315559
12339.843750	-61.366898
12345.703125	-61.328197
12351.562500	-61.323967
12357.421875	-61.513931
12363.281250	-61.578289
12369.140625	-61.585594
12375.000000	-61.521137
12380.859375	-61.544708
12386.718750	-61.303394
12392.578125	-61.310463
12398.437500	-61.280926
12404.296875	-61.669762
12410.156250	-61.854187
12416.015625	-61.662914
12421.875000	-61.365799
12427.734375	-61.084732
12433.593750	-61.251633
12439.453125	-61.659817
12445.312500	-61.645832
12451.171875	-61.496120
12457.031250	-61.458561
12462.890625	-61.447380
12468.750000	-61.608940
12474.609375	-61.702900
12480.468750	-61.326881
12486.328125	-61.545391
12492.187500	-61.577419
12498.046875	-61.375267
12503.906250	-61.179558
12509.765625	-61.439228
12515.625000	-61.383034
12521.484375	-61.173435
12527.343750	-61.506119
12533.203125	-61.548931
12539.062500	-61.533649
12544.921875	-61.638077
12550.781250	-61.596306
12556.640625	-61.235596
12562.500000	-61.441566
12568.359375	-61.138000
12574.218750	-61.244667
12580.078125	-61.166775
12585.937500	-61.482559
12591.796875	-61.805862
12597.656250	-61.392956
12603.515625	-61.304527
12609.375000	-61.457722
12615.234375	-61.276951
12621.093750	-61.269077
12626.953125	-61.290394
12632.812500	-61.727055
12638.671875	-61.735470
12644.531250	-61.307610
12650.390625	-61.251770
12656.250000	-61.430729
12662.109375	-61.447189
12667.968750	-61.578609
12673.828125	-61.506649
12679.687500	-61.373226
12685.546875	-61.645638
12691.406250	-61.440044
12697.265625	-61.321556
12703.125000	-61.534687
12708.984375	-61.196106
12714.843750	-61.471043
12720.703125	-61.646805
12726.562500	-61.303581
12732.421875	-61.455345
12738.281250	-61.604782
12744.140625	-61.362000
12750.000000	-61.300232
12755.859375	-61.693981
12761.718750	-61.824322
12767.578125	-61.783867
12773.437500	-61.385460
12779.296875	-61.693775
12785.156250	-62.016750
12791.015625	-61.460228
12796.875000	-61.406002
12802.734375	-61.456753
12808.593750	-61.613922
12814.453125	-61.657658
12820.312500	-61.528461
12826.171875	-61.477520
12832.031250	-61.535271
12837.890625	-61.552433
12843.750000	-61.731312
12849.609375	-61.377003
12855.468750	-61.580524
12861.328125	-61.256241
12867.187500	-61.250614
12873.046875	-61.416759
12878.906250	-61.672390
12884.765625	-61.632984
12890.625000	-61.587547
12896.484375	-61.562454
12902.343750	-61.536125
12908.203125	-61.649567
12914.062500	-61.573360
12919.921875	-61.435966
12925.781250	-61.737694
12931.640625	-61.784416
12937.500000	-61.715595
12943.359375	-61.686378
12949.218750	-61.709705
12955.078125	-62.108810
12960.937500	-62.152195
12966.796875	-61.960300
12972.656250	-61.559055
12978.515625	-61.723164
12984.375000	-61.703968
12990.234375	-61.340378
12996.093750	-61.419411
13001.953125	-61.618801
13007.812500	-61.626846
13013.671875	-61.491611
13019.531250	-61.635181
13025.390625	-61.517548
13031.250000	-61.619816
13037.109375	-61.543571
13042.968750	-61.621067
13048.828125	-61.685921
13054.687500	-61.472912
13060.546875	-61.525394
13066.406250	-61.632298
13072.265625	-61.668945
13078.125000	-61.415455
13083.984375	-61.406990
13089.843750	-61.880383
13095.703125	-61.710320
13101.562500	-61.386303
13107.421875	-61.389294
13113.281250	-61.815838
13119.140625	-61.779949
13125.000000	-61.901890
13130.859375	-61.831711
13136.718750	-61.576660
13142.578125	-61.498268
13148.437500	-61.513950
13154.296875	-61.638798
13160.156250	-61.546135
13166.015625	-61.524792
13171.875000	-61.319157
13177.734375	-61.746742
13183.593750	-62.089176
13189.453125	-61.944771
13195.312500	-61.827103
13201.171875	-61.898159
13207.031250	-61.751137
13212.890625	-61.936752
13218.750000	-61.940132
13224.609375	-61.709133
13230.468750	-61.661633
13236.328125	-61.758957
13242.187500	-61.769989
13248.046875	-61.761280
13253.906250	-61.904026
13259.765625	-62.084461
13265.625000	-62.085136
13271.484375	-61.865414
13277.343750	-61.988922
13283.203125	-61.914654
13289.062500	-61.447773
13294.921875	-61.672642
13300.781250	-61.826416
13306.640625	-61.879364
13312.500000	-61.874084
13318.359375	-61.673782
13324.218750	-61.883175
13330.078125	-61.970795
13335.937500	-61.788246
13341.796875	-61.659313
13347.656250	-61.691887
13353.515625	-61.847397
13359.375000	-61.898483
13365.234375	-61.572765
13371.093750	-61.698132
13376.953125	-61.802959
13382.812500	-61.958588
13388.671875	-61.748753
13394.531250	-61.739861
13400.390625	-61.902760
13406.250000	-62.010967
13412.109375	-61.819233
13417.968750	-61.980331
13423.828125	-61.824886
13429.687500	-61.794712
13435.546875	-62.002110
13441.406250	-61.624584
13447.265625	-61.795891
13453.125000	-61.804955
13458.984375	-61.656277
13464.843750	-61.778717
13470.703125	-61.905472
13476.562500	-61.939388
13482.421875	-62.078136
13488.281250	-61.867176
13494.140625	-61.920120
13500.000000	-62.064724
13505.859375	-61.923351
13511.718750	-61.684658
13517.578125	-61.640820
13523.437500	-61.799473
13529.296875	-62.164433
13535.156250	-62.054523
13541.015625	-62.057941
13546.875000	-61.988869
13552.734375	-62.100956
13558.593750	-61.698597
13564.453125	-61.813412
13570.312500	-62.013847
13576.171875	-61.814495
13582.031250	-61.691742
13587.890625	-61.849789
13593.750000	-61.799927
13599.609375	-61.681274
13605.468750	-61.731239
13611.328125	-62.013756
13617.187500	-61.914452
13623.046875	-61.940483
13628.906250	-61.687859
13634.765625	-61.527718
13640.625000	-61.701351
13646.484375	-61.801178
13652.343750	-62.075153
13658.203125	-62.125603
13664.062500	-62.244114
13669.921875	-62.106613
13675.781250	-61.923336
13681.640625	-61.783916
13687.500000	-61.829086
13693.359375	-61.905792
