### Test phase results ###
session_id;trialnum;condition;researcher_id;listnr;OrigNr;Set;NrSyll;conson;NrInSet;Cond;Stimulus;vis_WavFilename;inv_WavFilename;List;visible_recording_starttime;visible_recording_endtime;invisible_recording_starttime;invisible_recording_endtime;vis_rt;inv_rt
0003;0;0;JD;1;1;0;1;d/b+k;1;B;daf-bekken-baken-dep;/home/run/development/zep/sieb-nooteboom/experimenten/bwsn/data/bwsn/003-dummy-P-T001N001L1S00B-A.wav;/home/run/development/zep/sieb-nooteboom/experimenten/bwsn/data/bwsn/003-dummy-P-T001N001L1S00B-B.wav;1;2015-07-10T10:07:23.742856Z;2015-07-10T10:07:24.390283Z;2015-07-10T10:07:24.390764Z;2015-07-10T10:07:24.890142Z;647;499
0003;1;0;JD;1;2;0;2;n/v+k;2;W;nukken-vulcaan-vokaal-nimmer;/home/run/development/zep/sieb-nooteboom/experimenten/bwsn/data/bwsn/003-dummy-P-T002N002L1S00W-A.wav;/home/run/development/zep/sieb-nooteboom/experimenten/bwsn/data/bwsn/003-dummy-P-T002N002L1S00W-B.wav;1;2015-07-10T10:07:24.891307Z;2015-07-10T10:07:24.921012Z;2015-07-10T10:07:24.921407Z;2015-07-10T10:07:24.951997Z;28;30
0003;2;0;JD;1;3;0;1;g/r+d;4;N;git-dieren-doris-gal;/home/run/development/zep/sieb-nooteboom/experimenten/bwsn/data/bwsn/003-dummy-P-T003N003L1S00N-A.wav;/home/run/development/zep/sieb-nooteboom/experimenten/bwsn/data/bwsn/003-dummy-P-T003N003L1S00N-B.wav;1;2015-07-10T10:07:24.952332Z;2015-07-10T10:07:24.982313Z;2015-07-10T10:07:24.982639Z;2015-07-10T10:07:25.012202Z;29;29
0003;3;0;JD;1;4;0;1;l/r+k;4;N;lis-kieren-kuren-lek;/home/run/development/zep/sieb-nooteboom/experimenten/bwsn/data/bwsn/003-dummy-P-T004N004L1S00N-A.wav;/home/run/development/zep/sieb-nooteboom/experimenten/bwsn/data/bwsn/003-dummy-P-T004N004L1S00N-B.wav;1;2015-07-10T10:07:25.012532Z;2015-07-10T10:07:25.042092Z;2015-07-10T10:07:25.042389Z;2015-07-10T10:07:25.071847Z;29;29
0003;4;0;JD;1;5;0;2;k/g+l;4;N;bedis-lemmet-lijmen-gedol;/home/run/development/zep/sieb-nooteboom/experimenten/bwsn/data/bwsn/003-dummy-P-T005N005L1S00N-A.wav;/home/run/development/zep/sieb-nooteboom/experimenten/bwsn/data/bwsn/003-dummy-P-T005N005L1S00N-B.wav;1;2015-07-10T10:07:25.072150Z;2015-07-10T10:07:25.103402Z;2015-07-10T10:07:25.103700Z;2015-07-10T10:07:25.133600Z;31;29
0003;5;0;JD;1;6;0;2;l/k+r;2;W;lommer-rokin-recruut-lasser;/home/run/development/zep/sieb-nooteboom/experimenten/bwsn/data/bwsn/003-dummy-P-T006N006L1S00W-A.wav;/home/run/development/zep/sieb-nooteboom/experimenten/bwsn/data/bwsn/003-dummy-P-T006N006L1S00W-B.wav;1;2015-07-10T10:07:25.133904Z;2015-07-10T10:07:25.163797Z;2015-07-10T10:07:25.164122Z;2015-07-10T10:07:25.193961Z;29;29
0003;6;0;JD;1;7;0;2;l/n+k;3;S;velours-kanon-konijn-geloof;/home/run/development/zep/sieb-nooteboom/experimenten/bwsn/data/bwsn/003-dummy-P-T007N007L1S00S-A.wav;/home/run/development/zep/sieb-nooteboom/experimenten/bwsn/data/bwsn/003-dummy-P-T007N007L1S00S-B.wav;1;2015-07-10T10:07:25.194260Z;2015-07-10T10:07:25.223856Z;2015-07-10T10:07:25.224140Z;2015-07-10T10:07:25.254398Z;29;30
0003;7;0;JD;1;8;0;1;v/r+g;3;S;vin-gerei-gareel-vel;/home/run/development/zep/sieb-nooteboom/experimenten/bwsn/data/bwsn/003-dummy-P-T008N008L1S00S-A.wav;/home/run/development/zep/sieb-nooteboom/experimenten/bwsn/data/bwsn/003-dummy-P-T008N008L1S00S-B.wav;1;2015-07-10T10:07:25.254773Z;2015-07-10T10:07:25.284606Z;2015-07-10T10:07:25.284893Z;2015-07-10T10:07:25.314203Z;29;29
0003;8;0;JD;1;8;0;1;n/m+l;2;W;nop-malloot-moluk-nes;/home/run/development/zep/sieb-nooteboom/experimenten/bwsn/data/bwsn/003-dummy-P-T009N008L1S00W-A.wav;/home/run/development/zep/sieb-nooteboom/experimenten/bwsn/data/bwsn/003-dummy-P-T009N008L1S00W-B.wav;1;2015-07-10T10:07:25.314503Z;2015-07-10T10:07:25.344222Z;2015-07-10T10:07:25.344535Z;2015-07-10T10:07:25.374009Z;29;29
0003;9;0;JD;1;9;0;1;k/l+r;3;S;kol-roelien-relaas-keep;/home/run/development/zep/sieb-nooteboom/experimenten/bwsn/data/bwsn/003-dummy-P-T010N009L1S00S-A.wav;/home/run/development/zep/sieb-nooteboom/experimenten/bwsn/data/bwsn/003-dummy-P-T010N009L1S00S-B.wav;1;2015-07-10T10:07:25.374314Z;2015-07-10T10:07:25.405186Z;2015-07-10T10:07:25.405485Z;2015-07-10T10:07:25.436144Z;30;30
