### Test phase results ###
session_id;trialnum;condition;researcher_id;listnr;OrigNr;Set;NrSyll;conson;NrInSet;Cond;Stimulus;vis_WavFilename;inv_WavFilename;List;visible_recording_starttime;visible_recording_endtime;invisible_recording_starttime;invisible_recording_endtime;vis_rt;inv_rt
0007;0;0;JD;1;1;0;1;d/b+k;1;B;daf-bekken-baken-dep;/home/run/development/zep/sieb-nooteboom/experimenten/bwsn/data/bwsn/007-test1-P-T001N001L1S00B-A.wav;/home/run/development/zep/sieb-nooteboom/experimenten/bwsn/data/bwsn/007-test1-P-T001N001L1S00B-B.wav;1;2015-07-10T11:19:08.096891Z;2015-07-10T11:19:11.344342Z;2015-07-10T11:19:11.344810Z;2015-07-10T11:19:11.844898Z;3247;499
0007;1;0;JD;1;2;0;2;n/v+k;2;W;nukken-vulcaan-vokaal-nimmer;/home/run/development/zep/sieb-nooteboom/experimenten/bwsn/data/bwsn/007-test1-P-T002N002L1S00W-A.wav;/home/run/development/zep/sieb-nooteboom/experimenten/bwsn/data/bwsn/007-test1-P-T002N002L1S00W-B.wav;1;2015-07-10T11:19:11.845340Z;2015-07-10T11:19:11.875439Z;2015-07-10T11:19:11.875850Z;2015-07-10T11:19:11.905348Z;30;29
0007;2;0;JD;1;3;0;1;g/r+d;4;N;git-dieren-doris-gal;/home/run/development/zep/sieb-nooteboom/experimenten/bwsn/data/bwsn/007-test1-P-T003N003L1S00N-A.wav;/home/run/development/zep/sieb-nooteboom/experimenten/bwsn/data/bwsn/007-test1-P-T003N003L1S00N-B.wav;1;2015-07-10T11:19:11.905683Z;2015-07-10T11:19:11.935290Z;2015-07-10T11:19:11.935637Z;2015-07-10T11:19:11.965188Z;29;29
0007;3;0;JD;1;4;0;1;l/r+k;4;N;lis-kieren-kuren-lek;/home/run/development/zep/sieb-nooteboom/experimenten/bwsn/data/bwsn/007-test1-P-T004N004L1S00N-A.wav;/home/run/development/zep/sieb-nooteboom/experimenten/bwsn/data/bwsn/007-test1-P-T004N004L1S00N-B.wav;1;2015-07-10T11:19:11.965540Z;2015-07-10T11:19:11.995008Z;2015-07-10T11:19:11.995352Z;2015-07-10T11:19:12.025073Z;29;30
0007;4;0;JD;1;5;0;2;k/g+l;4;N;bedis-lemmet-lijmen-gedol;/home/run/development/zep/sieb-nooteboom/experimenten/bwsn/data/bwsn/007-test1-P-T005N005L1S00N-A.wav;/home/run/development/zep/sieb-nooteboom/experimenten/bwsn/data/bwsn/007-test1-P-T005N005L1S00N-B.wav;1;2015-07-10T11:19:12.025410Z;2015-07-10T11:19:12.056256Z;2015-07-10T11:19:12.056600Z;2015-07-10T11:19:12.087122Z;31;30
0007;5;0;JD;1;6;0;2;l/k+r;2;W;lommer-rokin-recruut-lasser;/home/run/development/zep/sieb-nooteboom/experimenten/bwsn/data/bwsn/007-test1-P-T006N006L1S00W-A.wav;/home/run/development/zep/sieb-nooteboom/experimenten/bwsn/data/bwsn/007-test1-P-T006N006L1S00W-B.wav;1;2015-07-10T11:19:12.087470Z;2015-07-10T11:19:12.118133Z;2015-07-10T11:19:12.118492Z;2015-07-10T11:19:12.149255Z;31;31
0007;6;0;JD;1;7;0;2;l/n+k;3;S;velours-kanon-konijn-geloof;/home/run/development/zep/sieb-nooteboom/experimenten/bwsn/data/bwsn/007-test1-P-T007N007L1S00S-A.wav;/home/run/development/zep/sieb-nooteboom/experimenten/bwsn/data/bwsn/007-test1-P-T007N007L1S00S-B.wav;1;2015-07-10T11:19:12.149570Z;2015-07-10T11:19:12.179537Z;2015-07-10T11:19:12.179882Z;2015-07-10T11:19:12.209672Z;29;29
0007;7;0;JD;1;8;0;1;v/r+g;3;S;vin-gerei-gareel-vel;/home/run/development/zep/sieb-nooteboom/experimenten/bwsn/data/bwsn/007-test1-P-T008N008L1S00S-A.wav;/home/run/development/zep/sieb-nooteboom/experimenten/bwsn/data/bwsn/007-test1-P-T008N008L1S00S-B.wav;1;2015-07-10T11:19:12.210037Z;2015-07-10T11:19:12.238965Z;2015-07-10T11:19:12.239409Z;2015-07-10T11:19:12.269463Z;29;30
0007;8;0;JD;1;8;0;1;n/m+l;2;W;nop-malloot-moluk-nes;/home/run/development/zep/sieb-nooteboom/experimenten/bwsn/data/bwsn/007-test1-P-T009N008L1S00W-A.wav;/home/run/development/zep/sieb-nooteboom/experimenten/bwsn/data/bwsn/007-test1-P-T009N008L1S00W-B.wav;1;2015-07-10T11:19:12.269815Z;2015-07-10T11:19:12.299062Z;2015-07-10T11:19:12.299368Z;2015-07-10T11:19:12.329166Z;29;30
0007;9;0;JD;1;9;0;1;k/l+r;3;S;kol-roelien-relaas-keep;/home/run/development/zep/sieb-nooteboom/experimenten/bwsn/data/bwsn/007-test1-P-T010N009L1S00S-A.wav;/home/run/development/zep/sieb-nooteboom/experimenten/bwsn/data/bwsn/007-test1-P-T010N009L1S00S-B.wav;1;2015-07-10T11:19:12.329502Z;2015-07-10T11:19:12.358966Z;2015-07-10T11:19:12.359292Z;2015-07-10T11:19:12.390078Z;30;31
