### Test phase results ###
session_id;trialnum;condition;researcher_id;listnr;OrigNr;Set;NrSyll;conson;NrInSet;Cond;Stimulus;vis_WavFilename;inv_WavFilename;List;visible_recording_starttime;visible_recording_endtime;invisible_recording_starttime;invisible_recording_endtime;vis_rt;inv_rt
0006;0;0;JD;1;1;0;1;d/b+k;1;B;daf-bekken-baken-dep;/home/run/development/zep/sieb-nooteboom/experimenten/bwsn/data/bwsn/006-dummy-P-T001N001L1S00B-A.wav;/home/run/development/zep/sieb-nooteboom/experimenten/bwsn/data/bwsn/006-dummy-P-T001N001L1S00B-B.wav;1;2015-07-10T11:18:31.819185Z;2015-07-10T11:18:37.680545Z;2015-07-10T11:18:37.680943Z;2015-07-10T11:18:38.180811Z;5861;499
0006;1;0;JD;1;2;0;2;n/v+k;2;W;nukken-vulcaan-vokaal-nimmer;/home/run/development/zep/sieb-nooteboom/experimenten/bwsn/data/bwsn/006-dummy-P-T002N002L1S00W-A.wav;/home/run/development/zep/sieb-nooteboom/experimenten/bwsn/data/bwsn/006-dummy-P-T002N002L1S00W-B.wav;1;2015-07-10T11:18:38.181173Z;2015-07-10T11:18:38.211330Z;2015-07-10T11:18:38.211715Z;2015-07-10T11:18:38.242506Z;30;31
0006;2;0;JD;1;3;0;1;g/r+d;4;N;git-dieren-doris-gal;/home/run/development/zep/sieb-nooteboom/experimenten/bwsn/data/bwsn/006-dummy-P-T003N003L1S00N-A.wav;/home/run/development/zep/sieb-nooteboom/experimenten/bwsn/data/bwsn/006-dummy-P-T003N003L1S00N-B.wav;1;2015-07-10T11:18:38.242921Z;2015-07-10T11:18:38.272392Z;2015-07-10T11:18:38.272789Z;2015-07-10T11:18:38.302553Z;29;30
0006;3;0;JD;1;4;0;1;l/r+k;4;N;lis-kieren-kuren-lek;/home/run/development/zep/sieb-nooteboom/experimenten/bwsn/data/bwsn/006-dummy-P-T004N004L1S00N-A.wav;/home/run/development/zep/sieb-nooteboom/experimenten/bwsn/data/bwsn/006-dummy-P-T004N004L1S00N-B.wav;1;2015-07-10T11:18:38.302976Z;2015-07-10T11:18:38.332235Z;2015-07-10T11:18:38.332621Z;2015-07-10T11:18:38.361947Z;29;30
0006;4;0;JD;1;5;0;2;k/g+l;4;N;bedis-lemmet-lijmen-gedol;/home/run/development/zep/sieb-nooteboom/experimenten/bwsn/data/bwsn/006-dummy-P-T005N005L1S00N-A.wav;/home/run/development/zep/sieb-nooteboom/experimenten/bwsn/data/bwsn/006-dummy-P-T005N005L1S00N-B.wav;1;2015-07-10T11:18:38.362356Z;2015-07-10T11:18:38.392708Z;2015-07-10T11:18:38.393069Z;2015-07-10T11:18:38.422985Z;30;29
0006;5;0;JD;1;6;0;2;l/k+r;2;W;lommer-rokin-recruut-lasser;/home/run/development/zep/sieb-nooteboom/experimenten/bwsn/data/bwsn/006-dummy-P-T006N006L1S00W-A.wav;/home/run/development/zep/sieb-nooteboom/experimenten/bwsn/data/bwsn/006-dummy-P-T006N006L1S00W-B.wav;1;2015-07-10T11:18:38.423346Z;2015-07-10T11:18:38.453050Z;2015-07-10T11:18:38.453414Z;2015-07-10T11:18:38.483568Z;30;30
0006;6;0;JD;1;7;0;2;l/n+k;3;S;velours-kanon-konijn-geloof;/home/run/development/zep/sieb-nooteboom/experimenten/bwsn/data/bwsn/006-dummy-P-T007N007L1S00S-A.wav;/home/run/development/zep/sieb-nooteboom/experimenten/bwsn/data/bwsn/006-dummy-P-T007N007L1S00S-B.wav;1;2015-07-10T11:18:38.484009Z;2015-07-10T11:18:38.513897Z;2015-07-10T11:18:38.514290Z;2015-07-10T11:18:38.544154Z;29;30
0006;7;0;JD;1;8;0;1;v/r+g;3;S;vin-gerei-gareel-vel;/home/run/development/zep/sieb-nooteboom/experimenten/bwsn/data/bwsn/006-dummy-P-T008N008L1S00S-A.wav;/home/run/development/zep/sieb-nooteboom/experimenten/bwsn/data/bwsn/006-dummy-P-T008N008L1S00S-B.wav;1;2015-07-10T11:18:38.544549Z;2015-07-10T11:18:38.575149Z;2015-07-10T11:18:38.575541Z;2015-07-10T11:18:38.605448Z;31;30
0006;8;0;JD;1;8;0;1;n/m+l;2;W;nop-malloot-moluk-nes;/home/run/development/zep/sieb-nooteboom/experimenten/bwsn/data/bwsn/006-dummy-P-T009N008L1S00W-A.wav;/home/run/development/zep/sieb-nooteboom/experimenten/bwsn/data/bwsn/006-dummy-P-T009N008L1S00W-B.wav;1;2015-07-10T11:18:38.605828Z;2015-07-10T11:18:38.635551Z;2015-07-10T11:18:38.635963Z;2015-07-10T11:18:38.665395Z;30;29
0006;9;0;JD;1;9;0;1;k/l+r;3;S;kol-roelien-relaas-keep;/home/run/development/zep/sieb-nooteboom/experimenten/bwsn/data/bwsn/006-dummy-P-T010N009L1S00S-A.wav;/home/run/development/zep/sieb-nooteboom/experimenten/bwsn/data/bwsn/006-dummy-P-T010N009L1S00S-B.wav;1;2015-07-10T11:18:38.665880Z;2015-07-10T11:18:38.695230Z;2015-07-10T11:18:38.695624Z;2015-07-10T11:18:38.725694Z;30;30
